id	wav_path	ref	hyp_large_am	hyp_large_total	am_large	lm_large	cons_large	hyp_ccnn_am	hyp_ccnn_total	am_ccnn	lm_ccnn	cons_ccnn
04561d76b3	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/27e93/04561d76b3.wav	उल्था गर्दा कतै	उल्था गर्दा कतै	उल्था गर्दा कतै	-0.3100440800189972	-2.230740547180176	-1.1566326563183793e-08	उल्था गर्दा कतै	उल्था गर्दा कतै	-0.29085275530815125	-2.230740547180176	-1.1566326563183793e-08
045b355ca5	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/a1143/045b355ca5.wav	शब्दबाट अभिहित हुन्छ	शब्दबाट अभिहित हुन्छ	शब्दबाट अभिहित हुन्छ	-0.30349427461624146	-1.6955889747256325	-2.0981481914835362e-07	शब्दबाट अभिहित हुन्छ	शब्दबाट अभिहित हुन्छ	-0.28637900948524475	-1.6955889747256325	-2.0981481914835362e-07
045db98507	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/8aea1/045db98507.wav	अनुक्रममा रह्यो	अनुक्रममा रह्यो	अनुक्रममा रह्यो	-0.31116166710853577	-1.705714225769043	-9.92100126495643e-08	अनुक्रममा रह्यो	अनुक्रममा रह्यो	-0.2783316373825073	-1.705714225769043	-9.92100126495643e-08
046178eebc	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/70e10/046178eebc.wav	मुक्त छु	लोप्त छु	लोप्त छु	-0.5893391966819763	-2.8507567511664496	-1.530251413189237e-06	मुक्त छु	मुक्त छु	-0.31369322538375854	-2.212724049886068	-5.838453236922053e-07
046bb6fea3	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/2e8ef/046bb6fea3.wav	गरिएको थियो नजिकै	गरिएको थियो नजिकै	गरिएको थियो नजिकै	-0.301304429769516	-1.5568472544352214	-1.2471561048086085e-07	गरिएको थियो नजिकै	गरिएको थियो नजिकै	-0.2973647713661194	-1.5568472544352214	-1.2471561048086085e-07
046cc9249b	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/db4bc/046cc9249b.wav	बाजा बजाएर विशेष	बाजा बजाएर विशेष	बाजा बजाएर विशेष	-0.3030799329280853	-1.993344924029182	-5.804195632877321e-07	बाजा बजाएर विशेष	बाजा बजाएर विशेष	-0.2933192849159241	-1.993344924029182	-5.804195632877321e-07
046e747658	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/68081/046e747658.wav	यिनको भेट स्विडिस	यिनको भेट स्विडिस	यिनको भेट स्विडिस	-0.33770063519477844	-2.4152980380588107	-3.6020598296696943e-07	यिनको भेट स्विडिस	यिनको भेट स्विडिस	-0.3277258276939392	-2.4152980380588107	-3.6020598296696943e-07
0478bb8249	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/93014/0478bb8249.wav	एक वृहत	एक बृहत	एक बृहत	-0.4416312575340271	-3.0920004844665527	-2.875422069337219e-07	एक बृहत्	एक बृहत्	-0.39822953939437866	-3.143577363755968	-2.10769859323692e-06
047e025cc0	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/938ee/047e025cc0.wav	सम्सर्गबाट जन्मने सन्तानलाई	सम्सर्गबाट जन्मने सन्तानलाई	सम्सर्गबाट जन्मने सन्तानलाई	-0.3039856255054474	-1.904284885951451	-1.3343300711962263e-07	संसर्गबाट जन्मने सन्तानलाई	संसर्गबाट जन्मने सन्तानलाई	-0.28631141781806946	-1.9772093031141493	-3.279042007138573e-07
048347f1e5	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/294d8/048347f1e5.wav	बियो हुत्याइसकेपछि यदि	बियो हुत्याइसकेपछि यदि	बियो हुत्याइसकेपछि यदि	-0.30027255415916443	-2.382463538128397	-1.0869926763521305e-07	बियो हुत्याइसकेपछि यदि	बियो हुत्याइसकेपछि यदि	-0.27698996663093567	-2.382463538128397	-1.0869926763521305e-07
048e31cdbd	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/3ed65/048e31cdbd.wav	हार्दिक समर्पण	हार्दिक समर्पण	हार्दिक समर्पण	-0.292414128780365	-2.2664637247721355	-6.188664580501306e-07	हार्दिक समर्पण	हार्दिक समर्पण	-0.3062775135040283	-2.2664637247721355	-6.188664580501306e-07
048e9b39aa	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/d863b/048e9b39aa.wav	छालामा डाबर देखिने	छालामा डाबर देखिने	छालामा डाबर देखिने	-0.34698235988616943	-2.0948518451891447	-3.383825897847265e-08	छालामा डाबर देखिने	छालामा डाबर देखिने	-0.30857789516448975	-2.0948518451891447	-3.383825897847265e-08
04909ab428	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/7f880/04909ab428.wav	उनले हिमालय प्रदेशका	उनले हिमालय प्रदे	उनले हिमालय प्रदे	-0.2920798361301422	-2.097385194566515	-0.00015657582682453923	उनले हिमालय प्रदे	उनले हिमालय प्रदे	-0.26379522681236267	-2.097385194566515	-0.00015657582682453923
0492b883a4	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/46a1c/0492b883a4.wav	यी दुईटै महलहरूलाई	यी दुईटै मह	यी दुईटै मह	-0.2823333442211151	-2.956890106201172	-1.0951291187666357e-05	यी दुईटै मह	यी दुईटै मह	-0.26266270875930786	-2.956890106201172	-1.0951291187666357e-05
049563f7f2	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/42be7/049563f7f2.wav	हजार खर्च भयो	हजार खर्च भयो	हजार खर्च भयो	-0.303280770778656	-2.358260290963309	-6.755806550375252e-07	हजार खर्च भयो	हजार खर्च भयो	-0.3064571022987366	-2.358260290963309	-6.755806550375252e-07
049b0d043f	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/1f917/049b0d043f.wav	भएर भौँतारिरहेको थिएँ	भएर भौतारी रहेको थिएँ	भएर भौतारी रहेको थिएँ	-0.4443913400173187	-1.8153417760675603	-0.8279977278275923	भएर भौताइत रहेको थिएँ	भएर भौताइत रहेको थिएँ	-0.4576420187950134	-2.052397988059304	-0.8257353522560813
04a3f6f362	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/44559/04a3f6f362.wav	भनाइ छ	बनाइ छ	बनाइ छ	-0.49036407470703125	-2.2908387865339006	-3.721092980413232e-07	बनाई छ	बनाई छ	-0.5562886595726013	-2.0904993329729353	-3.326678909486093e-07
04a86d46c1	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/7470e/04a86d46c1.wav	शिवहरि मन्दिर तथा	शिवहरि मन्दिर तथा	शिवहरि मन्दिर तथा	-0.34843873977661133	-2.0407129923502603	-2.4243508455078376e-07	शिवहरि मन्दिर तथा	शिवहरि मन्दिर तथा	-0.2965914011001587	-2.0407129923502603	-2.4243508455078376e-07
04aa3c3741	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/01cf0/04aa3c3741.wav	विशेष गरी पहाडी	विशेष गरी पहाडी	विशेष गरी पहाडी	-0.30849161744117737	-1.8302606344223022	-7.681700964212723e-08	विशेष गरी पहाडी	विशेष गरी पहाडी	-0.2878626883029938	-1.8302606344223022	-7.681700964212723e-08
04ac128063	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/55c0f/04ac128063.wav	उहाँलाई फुल्याए	उहाँलाई फुल्याए	उहाँलाई फुल्याए	-0.30635035037994385	-1.851844310760498	-1.8706542253494263	उहाँलाई फुल्याए	उहाँलाई फुल्याए	-0.2794429361820221	-1.851844310760498	-1.8706542253494263
04ad312d84	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/646f2/04ad312d84.wav	पृथ्वीको सतहमा रहेका	पृथ्वीको सतहमा रहेका	पृथ्वीको सतहमा रहेका	-0.30375128984451294	-1.7888679504394531	-1.2748208584006143e-08	पृथ्वीको सतहमा रहेका	पृथ्वीको सतहमा रहेका	-0.2665945887565613	-1.7888679504394531	-1.2748208584006143e-08
04c3e481aa	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/73d74/04c3e481aa.wav	केही वर्ष त मैले	केही वर्ष 	केही वर्ष 	-0.30265161395072937	-2.0060372786088423	-0.011257099157029932	केही वर्ष 	केही वर्ष 	-0.2648966908454895	-2.0060372786088423	-0.011257099157029932
04c444bab4	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/14763/04c444bab4.wav	लागि सामान्यत एक	लागि सामान्यतय	लागि सामान्यतय	-0.2936301529407501	-1.713707478841146	-8.789706650228861e-07	लागि सामान्यतय	लागि सामान्यतय	-0.27822598814964294	-1.713707478841146	-8.789706650228861e-07
04da27bcbd	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/97b71/04da27bcbd.wav	अगाडि यो एउटा	अगाडि यो एउटा	अगाडि यो एउटा	-0.30682745575904846	-1.7492948259626115	-1.012807777962215e-07	अगाडि यो एउटा	अगाडि यो एउटा	-0.2937867343425751	-1.7492948259626115	-1.012807777962215e-07
04f2407046	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/7ef78/04f2407046.wav	जेम्स क्यामेरनले	जेम्स क्यामरनले	जेम्स क्यामरनले	-0.36838406324386597	-2.7874345779418945	-9.643835596762074e-08	जेम्स क्यामेरनले	जेम्स क्यामेरनले	-0.2918231785297394	-2.5947113037109375	-9.103285612903111e-08
04fb62330a	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/5b437/04fb62330a.wav	साथै उनका दुई	साथै उनका दुई	साथै उनका दुई	-0.2840229570865631	-1.7173032760620117	-5.541363634620211e-08	साथै उनका दुई	साथै उनका दुई	-0.2652896046638489	-1.7173032760620117	-5.541363634620211e-08
04fdfede12	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/5e6be/04fdfede12.wav	मानिरहेकी छे	मानिरहेकी छे	मानिरहेकी छे	-0.3194364607334137	-2.1314261509821963	-2.769082374680483e-07	मानिरहेकी छे	मानिरहेकी छे	-0.31966665387153625	-2.1314261509821963	-2.769082374680483e-07
050c2ce06e	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/145c1/050c2ce06e.wav	शीर्षकबाट जारी गरियो	शीर्षकबाट जारी गर	शीर्षकबाट जारी गर	-0.2790077328681946	-2.351607428656684	-2.4739031485094324e-07	शीर्षकबाट जारी गर	शीर्षकबाट जारी गर	-0.2738915979862213	-2.351607428656684	-2.4739031485094324e-07
050c7cc109	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/41295/050c7cc109.wav	आएका युरेनस नेप्च्युन	आएका युरेनस नेप्जुन	आएका युरेनस नेप्जुन	-0.3587896525859833	-2.9915035247802733	-5.250827143754578e-07	आएका युरेनस नेप्च्युन	आएका युरेनस नेप्च्युन	-0.3591786324977875	-2.980928594415838	-4.783520456509326e-07
050d8f45b8	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/1a81b/050d8f45b8.wav	गाविसमा पर्ने एक	गाविसमा पर्ने एक	गाविसमा पर्ने एक	-0.31300339102745056	-1.4412148419548483	-6.678293870851014e-08	गाविसमा पर्ने एक	गाविसमा पर्ने एक	-0.2846275866031647	-1.4412148419548483	-6.678293870851014e-08
050e7fe007	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/fd59f/050e7fe007.wav	पानीसँग खान सकिन्छ	पानीसँग खा	पानीसँग खा	-0.2809007167816162	-2.3924603895707564	-2.2504239247857846e-07	पानीसँग खा	पानीसँग खा	-0.26579830050468445	-2.3924603895707564	-2.2504239247857846e-07
05119740f6	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/b987b/05119740f6.wav	सोकोट्रा द्वीप पनि	सोकटा दुई पनि	सोकटा दुई पनि	-0.4153720736503601	-2.114330155508859	-4.6946610154918744e-08	सौकटा दुई पनि	सौकटा दुई पनि	-0.42251843214035034	-2.3502279009137834	-9.642605748792579e-08
05163d65aa	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/1d480/05163d65aa.wav	ग्रहहरूको वायुमण्डल अहिले	ग्रहहरूको वायुमण्डल अहिले	ग्रहहरूको वायुमण्डल अहिले	-0.29776108264923096	-2.0638146033653846	-4.853246939371904e-08	ग्रहहरूको वायुमण्डल अहिले	ग्रहहरूको वायुमण्डल अहिले	-0.2768062353134155	-2.0638146033653846	-4.853246939371904e-08
051d2de5db	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/49220/051d2de5db.wav	उद्योग यन्त्रमानवसम्म प्रचुर	उद्योग यन्त्र मानौसम्म प्रच	उद्योग यन्त्र मानौसम्म प्रच	-0.31097087264060974	-2.097120557512556	-1.5706258896638507e-08	उद्योग यन्त्र मानौसम्म प्रच	उद्योग यन्त्र मानौसम्म प्रच	-0.29149651527404785	-2.097120557512556	-1.5706258896638507e-08
0522c543d1	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/43813/0522c543d1.wav	गम्भीर रूपले	गम्भीर रूपले	गम्भीर रूपले	-0.31534746289253235	-2.4427276024451623	-1.1578311806750627e-07	गम्भीर रूपले	गम्भीर रूपले	-0.4291892349720001	-2.4427276024451623	-1.1578311806750627e-07
0529dc1f6c	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/20ebe/0529dc1f6c.wav	यो टेम्प्लेटलाई सम्पादन	यो टेम्पलेटलाई सम्पादन	यो टेम्पलेटलाई सम्पादन	-0.32533156871795654	-1.91307897153108	-2.501060012234476e-07	यो टेम्प्लेटलाई सम्पादन	यो टेम्प्लेटलाई सम्पादन	-0.29990920424461365	-1.8621301651000977	-2.3810817613896992e-07
052bebb342	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/dfb01/052bebb342.wav	कुनै पनि सार्वजनिक	कुनै पनि सार्वजनि	कुनै पनि सार्वजनि	-0.2853047847747803	-1.7110126283433702	-1.3526343738905982e-07	कुनै पनि सार्वजनि	कुनै पनि सार्वजनि	-0.2695577144622803	-1.7110126283433702	-1.3526343738905982e-07
0530b3f1b5	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/4483c/0530b3f1b5.wav	मोर्चाका महासचिव	मोर्चाका महासच	मोर्चाका महासच	-0.2885226309299469	-2.5477066040039062	-4.5128314620039114e-07	मोर्चाका महासच	मोर्चाका महासच	-0.29196640849113464	-2.5477066040039062	-4.5128314620039114e-07
0531fbfb6d	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/e72b0/0531fbfb6d.wav	भर्खरै निजी वेबसाइट	भर्खरै निजी वेबसाइट	भर्करै निजी वेबसाइट	-0.3808444142341614	-2.9261669158935546	-1.6463601468785782e-07	भर्करै निजी वेबसाइट	भर्करै निजी वेबसाइट	-0.28604695200920105	-2.9261669158935546	-1.6463601468785782e-07
05326a717f	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/93014/05326a717f.wav	उत्पादन नभएको हुन्थ्यो	उत्पादन नभएको 	उत्पादन नभएको 	-0.28143778443336487	-1.9160551706949869	-2.4762174386220674e-06	उत्पादन नभएको 	उत्पादन नभएको 	-0.2569432556629181	-1.9160551706949869	-2.4762174386220674e-06
0532e59d4e	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/39b91/0532e59d4e.wav	संरक्षणमा सहभागी हुने	संरक्षणमा सहभागी हु	संरक्षणमा सहभागी हु	-0.27830833196640015	-2.104539489746094	-3.7248904050102284e-08	संरक्षणमा सहभागी हु	संरक्षणमा सहभागी हु	-0.24490106105804443	-2.104539489746094	-3.7248904050102284e-08
0534de0873	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/14abf/0534de0873.wav	राष्ट्रिय पार्टीको	राष्ट्रिय पार्टीको	राष्ट्रिय पार्टीको	-0.2987673878669739	-1.2471309461091693	-6.598515100401863e-08	राष्ट्रिय पार्टीको	राष्ट्रिय पार्टीको	-0.274567574262619	-1.2471309461091693	-6.598515100401863e-08
053c0f975d	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/49220/053c0f975d.wav	यसपछि बिरामीले केही	यसपछि बिरामीले केही	यसपछि बिरामीले केही	-0.29946526885032654	-1.7452144622802734	-2.9038631055300357e-07	यसपछि बिरामीले केही	यसपछि बिरामीले केही	-0.291800856590271	-1.7452144622802734	-2.9038631055300357e-07
053f2e97e1	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/41d46/053f2e97e1.wav	औं पल्ट अगाडि	औँ पल्ट अगाडि	औँ पल्ट अगाडि	-0.3858165740966797	-3.1282430376325334	-0.011829656149659837	गौँ पल्ट अगाडि	गौँ पल्ट अगाडि	-0.44923076033592224	-2.5474334716796876	-1.445046106974284
0542f81c97	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/885af/0542f81c97.wav	यो उनले पनि	यो उनले पन	यो उनले पन	-0.30342355370521545	-1.9826351512562146	-0.0001051839314062487	यो उनले पन	यो उनले पन	-0.28096896409988403	-1.9826351512562146	-0.0001051839314062487
05513bfa0e	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/d0cd7/05513bfa0e.wav	चर्चा परिचर्चा गर्दा	चर्चा परिचर्चा गर्	चर्चा परिचर्चा गर्	-0.28681430220603943	-2.0814666748046875	-8.366448343478719e-08	चर्चा परिचर्चा गर्	चर्चा परिचर्चा गर्	-0.2720085680484772	-2.0814666748046875	-8.366448343478719e-08
0560ecd9a4	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/c7f90/0560ecd9a4.wav	मजुमदारसँग उनीहरूको विवाद	मजुमदारसँग उनीहरूको विवाद	मजुमदारसँग उनीहरूको विवाद	-0.2982199490070343	-2.0038504967322717	-3.3804287970549643e-07	मजुमदारसँग उनीहरूको विवाद	मजुमदारसँग उनीहरूको विवाद	-0.28170323371887207	-2.0038504967322717	-3.3804287970549643e-07
0560fe1cbf	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/c2858/0560fe1cbf.wav	मलाई झन् अप्ठेरोमा	मलाई झन अप्ठेरो	मलाई झन अप्ठेरो	-0.4448910355567932	-2.72006893157959	-3.28381133840594e-07	मलाई झन् अप्ठेर	मलाई झन् अप्ठेर	-0.3363228440284729	-2.5960798263549805	-3.356065008119913e-07
056203cc46	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/4b140/056203cc46.wav	सुधार हुन	सुधार हुन	सुधार हुन	-0.29018932580947876	-2.024596405029297	-6.25239692908508e-08	सुधार हुन	सुधार हुन	-0.2783527672290802	-2.024596405029297	-6.25239692908508e-08
056516ddc2	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/abc37/056516ddc2.wav	उपथरमा पनि पाइन्छ	उपथरमा पनि पाइन्छ	उपथरमा पनि पाइन्छ	-0.306742787361145	-1.57140138414171	-1.0505896202377901e-08	उपथरमा पनि पाइन्छ	उपथरमा पनि पाइन्छ	-0.2718605697154999	-1.57140138414171	-1.0505896202377901e-08
056c5c5529	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/8dfc8/056c5c5529.wav	द्वीपसमूहको हिस्सा हो	द्वीपसमूहको हिस्सा हो	द्वीपसमूहको हिस्सा हो	-0.30677083134651184	-2.576891639015891	-6.119313928303943e-08	द्वीपसमूहको हिस्सा हो	द्वीपसमूहको हिस्सा हो	-0.2790422737598419	-2.576891639015891	-6.119313928303943e-08
05718a29ca	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/fad24/05718a29ca.wav	अवधारणा भएकाले यसको	अवधारणा भएकाले 	अवधारणा भएकाले 	-0.2902854382991791	-2.2112834453582764	-0.0018518930301070213	अवधारणा भएकाले 	अवधारणा भएकाले 	-0.2626641094684601	-2.2112834453582764	-0.0018518930301070213
0574e1bf8f	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/e8f71/0574e1bf8f.wav	खर्च भयो	खर्च भयो	खर्च भयो	-0.32095229625701904	-2.314008500840929	-1.9727550200817254e-07	खर्च भयो	खर्च भयो	-0.3030306100845337	-2.314008500840929	-1.9727550200817254e-07
05763e349b	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/94417/05763e349b.wav	अभिनेत्री निर्माता	अभिनेत्री निर्माता	अभिनेत्री निर्माता	-0.3038689196109772	-1.4604496202970807	-9.019514604197436e-08	अभिनेत्री निर्माता	अभिनेत्री निर्माता	-0.2866445481777191	-1.4604496202970807	-9.019514604197436e-08
0576521c63	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/cbbed/0576521c63.wav	थियो तर मौर्यहरूको	थियो तर मगरियाहरू	थियो तर मगरियाहरू	-0.4493147134780884	-1.927634769015842	-1.1789466390786806e-08	थियो तर मौर्याहरू	थियो तर मौर्याहरू	-0.36942893266677856	-1.9409908718532987	-2.6181649243679e-07
057d088f91	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/f73cc/057d088f91.wav	विष्णु मन्दिर हो	विष्णु मन्दिर हो	विष्णु मन्दिर हो	-0.3015193045139313	-1.6520757114186007	-5.906608013152864e-09	विष्णु मन्दिर हो	विष्णु मन्दिर हो	-0.29478663206100464	-1.6520757114186007	-5.906608013152864e-09
057f1703ef	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/ba807/057f1703ef.wav	यो विशाल परिसर	यो विशाल परि	यो विशाल परि	-0.29275572299957275	-2.008350078876202	-1.1126349608485516e-05	यो विशाल परि	यो विशाल परि	-0.28460893034935	-2.008350078876202	-1.1126349608485516e-05
0580f41d10	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/ca5ed/0580f41d10.wav	नसक्ने एक प्रकारको	नसक्ने एक प्रकारको	नसक्ने एक प्रकारको	-0.31692516803741455	-1.4071143300909745	-4.824367974115854e-08	नसक्ने एक प्रकारको	नसक्ने एक प्रकारको	-0.28013551235198975	-1.4071143300909745	-4.824367974115854e-08
05827c5760	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/d0cd7/05827c5760.wav	यो घर छाउने	यो घर छाउने	यो घर छाउने	-0.3155081570148468	-2.063515027364095	-4.733589851942573e-07	यो घर छाउने	यो घर छाउने	-0.35912182927131653	-2.063515027364095	-4.733589851942573e-07
0583af9121	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/daaab/0583af9121.wav	बराबर हुन्छ	बराबर हुन्छ	बराबर हुन्छ	-0.3174857795238495	-1.6965848604838054	-2.667540381177484e-08	बराबर हुन्छ	बराबर हुन्छ	-0.2967318594455719	-1.6965848604838054	-2.667540381177484e-08
0587c9155c	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/58428/0587c9155c.wav	यो लेख संस्कृतका	यो लेख संस्कृतका	यो लेख संस्कृतका	-0.2999562919139862	-1.721988790175494	-3.513555919412551e-07	यो लेख संस्कृतका	यो लेख संस्कृतका	-0.26906827092170715	-1.721988790175494	-3.513555919412551e-07
058bb08168	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/ce4af/058bb08168.wav	बूढी औँलोविना चलाइएको वाणले निशाना चुक्ने सम्भावना धेरै रहन्छ	बुढी औँलो बिना चलाइएको बाणले निशान चुक्ने सम	बुढी औँलो बिना चलाइएको बाणले निशान चुक्ने सम	-0.30346837639808655	-2.76035885281033	-0.046463531917995876	बुढी औलो बिना चलाइएको बाणले निशान चुक्ने सम्	बुढी औलो बिना चलाइएको बाणले निशान चुक्ने सम्	-0.32110536098480225	-2.710371907552083	-0.0002813006647759014
0597c41ccd	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/5cef8/0597c41ccd.wav	गर्ने गरिएको र	गर्ने गरिएको र	गर्ने गरिएको र	-0.3173213005065918	-1.2844983418782552	-1.4435030000944002e-07	गर्ने गरिएको र	गर्ने गरिएको र	-0.29756641387939453	-1.2844983418782552	-1.4435030000944002e-07
059edb85db	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/5297a/059edb85db.wav	यसको स्वर मुरलीको	यसको स्वर मुरलीको	यसको स्वर मुरलीको	-0.3833327889442444	-2.087113274468316	-3.999420338611041e-07	यसको स्वर मुरलीको	यसको स्वर मुरलीको	-0.32389912009239197	-2.087113274468316	-3.999420338611041e-07
05a668eda4	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/bc806/05a668eda4.wav	भेट्न के गर्नुपर्ला	भेट्न के गर्नुपर्ला	भेट्न के गर्नुपर्ला	-0.31887370347976685	-2.0088479995727537	-3.25140058521356e-07	भेट्न के गर्नुपर्ला	भेट्न के गर्नुपर्ला	-0.28730788826942444	-2.0088479995727537	-3.25140058521356e-07
05a6a456c9	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/c06a7/05a6a456c9.wav	वर्षका प्रसिद्ध इतिहास	वर्षका प्रसिद्ध इतिहास	वर्षका प्रसिद्ध इतिहास	-0.29773184657096863	-1.4439783510954485	-5.661498740348337e-08	वर्षका प्रसिद्ध इतिहास	वर्षका प्रसिद्ध इतिहास	-0.26550495624542236	-1.4439783510954485	-5.661498740348337e-08
05b18d42e5	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/c2858/05b18d42e5.wav	रब लेगाटोले आफू	रब लेगाटोले आफू	रब लेगाटोले आफू	-0.37791678309440613	-2.8984899520874023	-8.333097412105417e-08	र लेगाटोले आफू	र लेगाटोले आफू	-0.3994739055633545	-2.584583536783854	-9.802329259400722e-08
05b5a79926	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/bad17/05b5a79926.wav	सिसअप अनुमतिका लागि	सिस अप अनुमतिका लागि	सिस अप अनुमतिका लागि	-0.32637935876846313	-2.302375066848028	-3.2224195798508366e-08	सिस अप अनुमतिका लागि	सिस अप अनुमतिका लागि	-0.29428696632385254	-2.302375066848028	-3.2224195798508366e-08
05bd9afaf4	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/24945/05bd9afaf4.wav	घृणा गर्न सिक्न सक्छन् भने	गृहणा गर्न सिक्न सक्छन् भने	गृहणा गर्न सिक्न सक्छन् भने	-0.33645203709602356	-2.0072010585239957	-8.610650833621289e-08	घृणा गर्न सिक्न सक्छन् भने	घृणा गर्न सिक्न सक्छन् भने	-0.3105164170265198	-1.9277869330512152	-8.104054224397125e-08
05bfa1372e	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/07179/05bfa1372e.wav	बाँकी रहेका अरू	बाँकी रहेका अरू	बाँकी रहेका अरू	-0.315731018781662	-1.9810960292816162	-1.0762041807174683	बाँकी रहेका अरू	बाँकी रहेका अरू	-0.2808493971824646	-1.9810960292816162	-1.0762041807174683
